INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point
 19 Street and 16 Avenue NE ,Two vehicle incident. Blocking the WB right lane,11/4/2025 14:54,11/4/2025 8:26,NE,-114.011137,51.06704042,1,2025-11-04T14:54:3651.06704042122223-114.01113703052091,POINT (-114.01113703052091 51.06704042122223)
 Northbound Crowchild Trail and 33 Avenue SW ,Multi-vehicle incident. Blocking the left lane,11/4/2025 14:31,11/4/2025 7:58,SW,-114.1177938,51.02933791,1,2025-11-04T14:31:1151.02933791000201-114.1177938160413,POINT (-114.1177938160413 51.02933791000201)
 52 Street and 61 Avenue SE ,Traffic incident. Blocking the SB right lane,11/4/2025 14:27,11/4/2025 8:26,SE,-113.9587279,50.99895139,1,2025-11-04T14:27:5250.99895139462939-113.95872789151423,POINT (-113.95872789151423 50.99895139462939)
 Crowchild Trail and Bow Trail SW ,Two vehicle incident. Partially locking the NB to EB ramp,11/4/2025 14:22,11/4/2025 8:35,SW,-114.1150333,51.04235063,1,2025-11-04T14:22:0751.04235062771414-114.1150332966666,POINT (-114.1150332966666 51.04235062771414)
 Eastbound Glenmore Trail and Stoney Trail SE ,Traffic incident.,11/4/2025 14:18,11/4/2025 8:35,SE,-113.9331737,50.97956031,1,2025-11-04T14:18:2650.979560306404395-113.93317370758075,POINT (-113.93317370758075 50.979560306404395)
 Southbound Stoney Trail approaching Old Banff Coach Road SW ,Single vehicle incident. Blocking the right lane,11/4/2025 13:50,11/4/2025 7:32,SW,-114.2264358,51.07614299,1,2025-11-04T13:50:5151.07614298507631-114.22643577645442,POINT (-114.22643577645442 51.07614298507631)
 40 Avenue and Crowchild Trail NW ,Traffic incident.,11/4/2025 2:09,11/3/2025 19:50,NW,-114.1357134,51.08824041,1,2025-11-04T02:09:1651.08824040710023-114.13571336927747,POINT (-114.13571336927747 51.08824040710023)
 32 Avenue and 32 Street NE ,Traffic incident. Blocking multiple lanes,11/4/2025 1:54,11/3/2025 19:10,NE,-113.9886584,51.08121345,1,2025-11-04T01:54:5351.08121345391123-113.98865843052042,POINT (-113.98865843052042 51.08121345391123)
 Eastbound 16 Avenue and 36 Street NE ,Traffic incident.  Blocking the right lane,11/4/2025 0:49,11/3/2025 19:11,NE,-113.989219,51.06708558,1,2025-11-04T00:49:4151.06708558268999-113.98921902947416,POINT (-113.98921902947416 51.06708558268999)
 Northbound Deerfoot Trail and 64 Avenue NE ,Traffic incident. blocking the left lane,11/4/2025 0:46,11/3/2025 18:21,NE,-114.0462839,51.10691356,1,2025-11-04T00:46:0751.10691355672863-114.04628394304306,POINT (-114.04628394304306 51.10691355672863)
 Macleod Trail and Spiller Road SE ,Traffic incident.,11/4/2025 0:44,11/3/2025 18:21,SE,-114.059333,51.02324508,1,2025-11-04T00:44:1651.02324508091632-114.05933296965317,POINT (-114.05933296965317 51.02324508091632)
 Eastbound Anderson Road at 14 Street SW ,Traffic incident. Blocking the left lanes,11/4/2025 0:44,11/3/2025 17:51,SW,-114.0982403,50.95039614,1,2025-11-04T00:44:1350.950396135291676-114.0982402796334,POINT (-114.0982402796334 50.950396135291676)
 Braeside Drive and Southland Drive SW ,Traffic incident.,11/4/2025 0:24,11/3/2025 18:08,SW,-114.1033372,50.96136325,1,2025-11-04T00:24:0350.96136324906385-114.10333722065727,POINT (-114.10333722065727 50.96136324906385)
 Southbound Deerfoot Trail north of Glenmore Trail SE ,Traffic incident.  Blocking the right lane,11/4/2025 0:22,11/3/2025 18:21,SE,-114.032317,51.00021935,1,2025-11-04T00:22:5551.00021935052774-114.03231696987297,POINT (-114.03231696987297 51.00021935052774)
 11 Avenue and 11 Street SW ,There is an incident involving a pedestrian- EMS on site.,11/3/2025 23:35,11/3/2025 17:24,NW,-114.0888427,51.04309705,1,2025-11-03T23:35:2051.0430970545079-114.08884270783825,POINT (-114.08884270783825 51.0430970545079)
 Silver Springs Boulevard and Silver Ridge Drive NW ,Traffic incident.,11/3/2025 23:24,11/3/2025 16:38,NW,-114.1967813,51.10864209,1,2025-11-03T23:24:4451.10864209214205-114.19678125988987,POINT (-114.19678125988987 51.10864209214205)
 Lucas Wy and 148 Avenue NW ,Traffic incident.,11/3/2025 23:13,11/3/2025 16:38,NW,-114.0799281,51.18514249,1,2025-11-03T23:13:3251.18514249291953-114.07992809756794,POINT (-114.07992809756794 51.18514249291953)
 Northbound Shawville Boulevard approaching Shawville Pl SW ,Two vehicle incident.  Blocking the right lane,11/3/2025 22:56,11/3/2025 16:26,SW,-114.0694972,50.91032195,1,2025-11-03T22:56:4350.9103219471347-114.06949716741691,POINT (-114.06949716741691 50.9103219471347)
 Southbound Deerfoot Trail and 17 Avenue SE ,Traffic incident.  Blocking the right lane,11/3/2025 20:58,11/3/2025 14:45,SE,-114.0101336,51.03705071,1,2025-11-03T20:58:4251.037050708773364-114.01013361536039,POINT (-114.01013361536039 51.037050708773364)
 Belmont Street and 194 Avenue SW ,Traffic incident.,11/3/2025 20:02,11/3/2025 14:14,SW,-114.060356,50.87248186,1,2025-11-03T20:02:4750.872481855147406-114.06035600012473,POINT (-114.06035600012473 50.872481855147406)
 Southbound Deerfoot Trail and 17 Avenue SE ,Traffic incident.  Blocking the right lane,11/3/2025 13:58,11/3/2025 14:14,SE,-114.0101336,51.03705071,1,2025-11-03T13:58:4251.037050708773364-114.01013361536039,POINT (-114.01013361536039 51.037050708773364)
 University Drive and 16 Avenue NW ,Traffic incident.,11/3/2025 13:25,11/3/2025 13:26,NW,-114.1227573,51.06775923,1,2025-11-03T13:25:2851.06775923160136-114.12275731193893,POINT (-114.12275731193893 51.06775923160136)
 Eastbound 16 Avenue approaching 68 Street NE ,Two vehicle incident. Blocking the right lane,11/3/2025 13:20,11/3/2025 14:00,NE,-113.9403667,51.06683021,1,2025-11-03T13:20:0651.06683021486658-113.94036673758607,POINT (-113.94036673758607 51.06683021486658)
 Belmont Street and 194 Avenue SW ,Traffic incident.,11/3/2025 13:02,11/3/2025 14:14,SW,-114.060356,50.87248186,1,2025-11-03T13:02:4750.872481855147406-114.06035600012473,POINT (-114.06035600012473 50.872481855147406)
 Northbound Crowchild Trail and 5 Avenue NW ,Two vehicle incident. Blocking the left lane,11/3/2025 12:02,11/3/2025 13:26,NW,-114.1184682,51.05721801,1,2025-11-03T12:02:1951.05721800765688-114.1184682124392,POINT (-114.1184682124392 51.05721800765688)
 Aviation Boulevard and 49 Avenue NE ,Two vehicle incident.,11/3/2025 11:13,11/3/2025 13:03,NE,-114.0333318,51.09722371,1,2025-11-03T11:13:0051.09722371218563-114.03333180593123,POINT (-114.03333180593123 51.09722371218563)
 17 Avenue and 32 Street SW ,Traffic incident.,11/3/2025 10:23,11/3/2025 11:14,SW,-114.1340831,51.03780884,1,2025-11-03T10:23:4351.03780884346782-114.13408311140984,POINT (-114.13408311140984 51.03780884346782)
 90 Avenue and 52 Street SE ,Traffic incident.,11/3/2025 8:29,11/3/2025 10:24,SE,-113.9592035,50.97235121,1,2025-11-03T08:29:1750.97235120731023-113.95920354301306,POINT (-113.95920354301306 50.97235120731023)
 Southbound Deerfoot Trail and 17 Avenue SE ,Multi-vehicle incident. Blocking the right lane,11/3/2025 8:07,11/3/2025 10:24,SE,-114.0067422,51.03864061,1,2025-11-03T08:07:3551.03864061008027-114.00674223139121,POINT (-114.00674223139121 51.03864061008027)
 Northbound Crowchild Trail and Glenmore Trail SW ,Two vehicle incident. Blocking the right lane on ramp onto NB Crowchild Tr,11/3/2025 8:06,11/3/2025 8:55,SW,-114.1169653,51.00051462,1,2025-11-03T08:06:0551.000514619050506-114.11696529571424,POINT (-114.11696529571424 51.000514619050506)
 Shawville Boulevard and Shawville Gate SE ,Multi-vehicle incident.,11/3/2025 7:32,11/3/2025 8:29,SE,-114.0632737,50.89948315,1,2025-11-03T07:32:1950.8994831548676-114.06327366294022,POINT (-114.06327366294022 50.8994831548676)
 Eastbound Stoney Trail and Deerfoot Trail SE ,Traffic incident.,11/3/2025 7:06,11/3/2025 7:33,SE,-113.9913928,50.89676739,1,2025-11-03T07:06:0550.89676739405991-113.99139284690878,POINT (-113.99139284690878 50.89676739405991)
 68 Avenue and 68 Street SE ,Traffic incident.,11/2/2025 21:33,11/2/2025 21:35,SE,-113.9356751,50.99429684,1,2025-11-02T21:33:4950.99429684156777-113.93567507926782,POINT (-113.93567507926782 50.99429684156777)
 90 Avenue and 16 Street SW ,Traffic incident.,11/2/2025 15:09,11/2/2025 15:10,SW,-114.100505,50.97229793,1,2025-11-02T15:09:3750.972297925921616-114.10050496804371,POINT (-114.10050496804371 50.972297925921616)
 Northbound Metis Trail and Country Hills Boulevard NE ,Two vehicle incident. blocking the right lane,11/2/2025 15:03,11/2/2025 15:10,NE,-113.9716889,51.15419335,1,2025-11-02T15:03:0051.15419335382362-113.97168888738533,POINT (-113.97168888738533 51.15419335382362)
 Edmonton Trail and 27 Avenue NE ,Traffic incident.,11/2/2025 13:48,11/2/2025 13:57,NE,-114.0555982,51.07694606,1,2025-11-02T13:48:1351.076946058248595-114.05559823990552,POINT (-114.05559823990552 51.076946058248595)
 Silverado Boulevard and Sheriff King Street SW ,Traffic incident.,11/2/2025 13:42,11/2/2025 13:57,SW,-114.071593,50.88684591,1,2025-11-02T13:42:0750.886845914227465-114.0715929521278,POINT (-114.0715929521278 50.886845914227465)
 Southbound 52 Street and 26 Avenue NE ,Traffic incident. Blocking the right lane,11/2/2025 13:33,11/2/2025 15:10,NE,-113.9585037,51.07631643,1,2025-11-02T13:33:1351.07631643251888-113.95850369994216,POINT (-113.95850369994216 51.07631643251888)
 Northbound 52 Street and  Rundlehorn Drive NE ,Two vehicle incident. Blocking the right lanes,11/2/2025 13:00,11/2/2025 13:03,NE,-113.9582293,51.07072196,1,2025-11-02T13:00:3451.07072196105069-113.95822932366963,POINT (-113.95822932366963 51.07072196105069)
 Eastbound Glenmore Trail after Crowchild Trail SW ,Traffic incident.,11/2/2025 12:57,11/2/2025 13:42,SW,-114.1111663,50.99883469,1,2025-11-02T12:57:0450.9988346915296-114.11116628378491,POINT (-114.11116628378491 50.9988346915296)
 16 Avenue and Edmonton Trail NE ,Two vehicle incident. Blocking the EB right lane,11/2/2025 11:48,11/2/2025 12:59,NE,-114.0552957,51.06685689,1,2025-11-02T11:48:2251.06685689005503-114.05529566779268,POINT (-114.05529566779268 51.06685689005503)
 Stoney Trail and 14 Street NW ,Traffic incident.,11/2/2025 9:39,11/2/2025 10:22,NW,-114.0931975,51.17651693,1,2025-11-02T09:39:4651.176516934808845-114.09319746846714,POINT (-114.09319746846714 51.176516934808845)
 Mahogany Road east of 52 Street SE ,There is an incident involving a pedestrian- EMS Dispatched.,11/2/2025 9:10,11/2/2025 9:47,SE,-113.939928,50.8939437,1,2025-11-02T09:10:5750.89394370096088-113.93992795280094,POINT (-113.93992795280094 50.89394370096088)
 Westbound 16 Avenue and 4 Street NW ,Traffic incident.,11/1/2025 21:06,11/1/2025 21:10,NW,-114.0715976,51.06683752,1,2025-11-01T21:06:4751.06683752441616-114.07159759998385,POINT (-114.07159759998385 51.06683752441616)
 Memorial Drive and 68 Street NE ,Traffic incident.,11/1/2025 19:25,11/1/2025 21:08,NE,-113.9355533,51.05247352,1,2025-11-01T19:25:5451.052473517787625-113.93555329877539,POINT (-113.93555329877539 51.052473517787625)
 Northbound Deerfoot Trail and Mcknight Boulevard NE ,Traffic incident.,11/1/2025 19:24,11/1/2025 21:10,NE,-114.0397864,51.09367447,1,2025-11-01T19:24:5751.09367446585448-114.0397864283699,POINT (-114.0397864283699 51.09367446585448)
 6 Street and 40 Avenue NE ,Traffic incident.,11/1/2025 19:20,11/1/2025 19:26,NE,-114.0484574,51.08878603,1,2025-11-01T19:20:1851.088786031528656-114.04845736216603,POINT (-114.04845736216603 51.088786031528656)
 68 Street and 4 Avenue NE ,Traffic incident.,11/1/2025 19:03,11/1/2025 19:26,NE,-113.9355942,51.05578212,1,2025-11-01T19:03:1251.05578211699885-113.93559420839601,POINT (-113.93559420839601 51.05578211699885)
 Barlow Trail and Glenmore Trail SE ,Traffic incident.,11/1/2025 18:52,11/1/2025 21:10,SE,-113.9820576,50.97963558,1,2025-11-01T18:52:3150.97963557746168-113.98205757890592,POINT (-113.98205757890592 50.97963557746168)
 17 Avenue and 24a Street SW ,Traffic incident.,11/1/2025 18:51,11/1/2025 19:26,SW,-114.1193666,51.03781015,1,2025-11-01T18:51:3251.03781014706929-114.11936662160919,POINT (-114.11936662160919 51.03781014706929)
 Berkshire Boulevard and Beddington Boulevard NW ,Traffic incident.,11/1/2025 18:15,11/1/2025 18:53,NW,-114.0891536,51.13355698,1,2025-11-01T18:15:5351.133556975347744-114.08915362686739,POINT (-114.08915362686739 51.133556975347744)
 Southbound Stoney Trail and 96 Avenue NE ,Traffic incident.,11/1/2025 17:26,11/1/2025 18:53,NE,-113.921491,51.13608358,1,2025-11-01T17:26:5351.13608357820291-113.92149100864451,POINT (-113.92149100864451 51.13608357820291)
 Eastbound Bow Trail and Sarcee Trail SW ,Two vehicle incident.,11/1/2025 16:19,11/1/2025 17:31,SW,-114.1620167,51.05170423,1,2025-11-01T16:19:1651.051704231171776-114.16201666207665,POINT (-114.16201666207665 51.051704231171776)
 Twelve Mi Coulee Road and Crowchild Trail NW ,Traffic incident.,11/1/2025 15:00,11/1/2025 16:22,NW,-114.2573743,51.14286957,1,2025-11-01T15:00:1151.14286956885107-114.25737426118339,POINT (-114.25737426118339 51.14286956885107)
 1 Street and 9 Avenue SE ,There is an incident involving a pedestrian- EMS on site. The road is closed EB.,11/1/2025 14:26,11/1/2025 18:53,SE,-114.0606369,51.04454068,1,2025-11-01T14:26:4651.04454068334935-114.06063691769009,POINT (-114.06063691769009 51.04454068334935)
 Edmonton Trail and 23 Avenue NE ,Traffic incident.,11/1/2025 12:18,11/1/2025 12:19,NE,-114.0563422,51.07330677,1,2025-11-01T12:18:1451.073306766472115-114.05634216690058,POINT (-114.05634216690058 51.073306766472115)
 Eastbound Glenmore Trail after Crowchild Trail SW ,Traffic incident.  Blocking the right merge lane,11/1/2025 12:15,11/1/2025 15:01,SW,-114.116477,50.99963114,1,2025-11-01T12:15:4650.999631139189205-114.11647697349947,POINT (-114.11647697349947 50.999631139189205)
 John Laurie Boulevard and Sarcee Trail NW ,Two vehicle incident. Blocking the EB and SB right lane,11/1/2025 10:40,11/1/2025 10:59,NW,-114.1672923,51.12111095,1,2025-11-01T10:40:0251.12111095188747-114.1672923289678,POINT (-114.1672923289678 51.12111095188747)
 32 Avenue and 15a Street NE ,Traffic incident. Blocking the WB left lane,11/1/2025 10:26,11/1/2025 10:45,NE,-114.0208384,51.08142026,1,2025-11-01T10:26:5951.081420258235084-114.02083838403524,POINT (-114.02083838403524 51.081420258235084)
 Southbound 1 Street at 12 Avenue SE ,Stalled vehicle.  Blocking the right lanes,11/1/2025 4:43,11/1/2025 4:57,SE,-114.0608653,51.04135757,1,2025-11-01T04:43:2351.04135756827884-114.06086533652275,POINT (-114.06086533652275 51.04135756827884)
 Westbound Douglas Glen Gate west of 114 Avenue SE ,Two vehicle incident. Blocking the right lane,10/31/2025 22:52,10/31/2025 23:14,SE,-114.001848,50.95400354,1,2025-10-31T22:52:3750.95400354029571-114.00184797215566,POINT (-114.00184797215566 50.95400354029571)
 Rundlehorn Drive west of 52 Street NE ,There is an incident involving a pedestrian- EMS on site.,10/31/2025 21:54,10/31/2025 22:57,NE,-113.9598354,51.07168568,1,2025-10-31T21:54:2751.071685679637525-113.95983542082864,POINT (-113.95983542082864 51.071685679637525)
 Westbound Stoney Trail at Sarcee Trail NW ,Traffic incident. Blocking the right shoulder on the WB on-ramp,10/31/2025 21:42,10/31/2025 23:49,NW,-114.1703496,51.15180548,1,2025-10-31T21:42:0051.15180548387969-114.17034962877312,POINT (-114.17034962877312 51.15180548387969)
 Tuscany Ridge Cl and Tuscany Ridge Pl NW ,There is an incident involving a pedestrian- EMS on site.,10/31/2025 21:18,10/31/2025 22:57,NW,-114.2498747,51.12056057,1,2025-10-31T21:18:1851.12056056555058-114.24987474601333,POINT (-114.24987474601333 51.12056056555058)
 68 Street and Faldale Cl NE ,Traffic incident.,10/31/2025 19:57,10/31/2025 19:58,NE,-113.9351365,51.10496323,1,2025-10-31T19:57:4351.104963233097784-113.93513649370298,POINT (-113.93513649370298 51.104963233097784)
 64 Avenue and Metis Trail NE ,Traffic incident.,10/31/2025 19:32,10/31/2025 19:58,NE,-113.9768245,51.10947932,1,2025-10-31T19:32:3251.10947931911189-113.97682450904813,POINT (-113.97682450904813 51.10947931911189)
 Juniper Drive and 83 Street NW ,Traffic incident.,10/31/2025 19:12,10/31/2025 19:34,NW,-114.2116786,51.08735219,1,2025-10-31T19:12:2651.087352191834455-114.2116786306526,POINT (-114.2116786306526 51.087352191834455)
 22 Avenue and 14 Street SW ,Traffic incident.,10/31/2025 18:51,10/31/2025 19:34,SW,-114.0946892,51.03427262,1,2025-10-31T18:51:3951.03427262484383-114.09468919843675,POINT (-114.09468919843675 51.03427262484383)
 Westbound Glenmore Trail and 14 Street SW ,Multi-vehicle incident.  Blocking the ramp onto 14 Street,10/31/2025 18:42,10/31/2025 19:58,SW,-114.1015958,50.99638928,1,2025-10-31T18:42:1250.996389277233774-114.1015958037183,POINT (-114.1015958037183 50.996389277233774)
 Cranford Drive and Cranford Pa SE ,There is an incident involving a pedestrian- EMS on site.,10/31/2025 18:37,10/31/2025 19:34,SE,-113.9690309,50.87060734,1,2025-10-31T18:37:5750.87060733748609-113.96903090635028,POINT (-113.96903090635028 50.87060733748609)
 Sage Valley Boulevard and Sage Hill Drive NW ,Traffic incident.,10/31/2025 17:12,10/31/2025 17:13,NW,-114.1417998,51.17594916,1,2025-10-31T17:12:3351.175949158749155-114.14179981191208,POINT (-114.14179981191208 51.175949158749155)
 Southbound Deerfoot Trail and Southland Drive SE ,Traffic incident.,10/31/2025 16:35,10/31/2025 17:55,SE,-114.0318847,50.96362717,1,2025-10-31T16:35:5450.96362717078122-114.03188471880071,POINT (-114.03188471880071 50.96362717078122)
 Westbound Glenmore Trail and Stoney Trail SW ,Traffic incident.,10/31/2025 15:50,10/31/2025 17:13,SW,-114.1570313,51.00879822,1,2025-10-31T15:50:5151.008798221370526-114.15703125028156,POINT (-114.15703125028156 51.008798221370526)
 Deerfoot Trail and Beddington Trail NE ,Traffic incident.,10/31/2025 14:59,10/31/2025 16:37,NE,-114.0461546,51.12216559,1,2025-10-31T14:59:5551.122165587638534-114.04615462317723,POINT (-114.04615462317723 51.122165587638534)
 17 Avenue and 7 Street SW ,Traffic incident.,10/31/2025 13:50,10/31/2025 13:50,SW,-114.0793581,51.03781288,1,2025-10-31T13:50:0451.037812876558-114.07935810981812,POINT (-114.07935810981812 51.037812876558)
 4 Avenue and 4 Street SW ,Traffic incident.,10/31/2025 9:52,10/31/2025 9:53,SW,-114.0715118,51.04959252,1,2025-10-31T09:52:1251.049592518157084-114.07151182142206,POINT (-114.07151182142206 51.049592518157084)
 Royal Vista Drive and Royal Vista Way NW ,Traffic signals are blank.,10/31/2025 9:10,10/31/2025 9:11,NW,-114.2075511,51.15113734,1,2025-10-31T09:10:1551.15113733712657-114.2075510677806,POINT (-114.2075510677806 51.15113733712657)
 112 Avenue and 85 Street NW ,Traffic signals are blank.,10/31/2025 8:40,10/31/2025 9:11,NW,-114.2096529,51.15195685,1,2025-10-31T08:40:2751.15195685473984-114.2096529118921,POINT (-114.2096529118921 51.15195685473984)
 Southbound Shaganappi Trail and John Laurie Blvd NW ,Two vehicle incident.  Blocking the left lane,10/31/2025 8:24,10/31/2025 9:11,NW,-114.1422454,51.11008856,1,2025-10-31T08:24:3651.1100885622623-114.14224538034026,POINT (-114.14224538034026 51.1100885622623)
